#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 0.000000
#! SET iteration  0
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     0.000000     0.000000       1
       2     0.000000     0.000000       2
       3     0.000000     0.000000       3
       4     0.000000     0.000000       4
       5     0.000000     0.000000       5
       6     0.000000     0.000000       6
       7     0.000000     0.000000       7
       8     0.000000     0.000000       8
       9     0.000000     0.000000       9
      10     0.000000     0.000000      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 2.000000
#! SET iteration  1
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     0.649171     0.649171       1
       2     0.738460     0.738460       2
       3    -0.121825    -0.121825       3
       4     0.925796     0.925796       4
       5    -0.713211    -0.713211       5
       6     0.470016     0.470016       6
       7    -0.718439    -0.718439       7
       8    -0.210136    -0.210136       8
       9    -0.242757    -0.242757       9
      10    -0.573496    -0.573496      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 4.000000
#! SET iteration  2
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     0.887886     1.126600       1
       2     1.141830     1.545199       2
       3    -0.304099    -0.486373       3
       4     1.257821     1.589846       4
       5    -0.954504    -1.195797       5
       6     0.477816     0.485615       6
       7    -0.758088    -0.797737       7
       8    -0.272449    -0.334761       8
       9    -0.289357    -0.335957       9
      10    -0.481700    -0.389904      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 6.000000
#! SET iteration  3
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.174859     1.748806       1
       2     1.534396     2.319528       2
       3    -0.433915    -0.693547       3
       4     1.686546     2.543996       4
       5    -1.317809    -2.044418       5
       6     0.620824     0.906839       6
       7    -1.046482    -1.623269       7
       8    -0.419573    -0.713822       8
       9    -0.372492    -0.538764       9
      10    -0.729858    -1.226174      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 8.000000
#! SET iteration  4
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.376176     1.980125       1
       2     1.973889     3.292368       2
       3    -0.722034    -1.586390       3
       4     2.013409     2.993999       4
       5    -1.660515    -2.688633       5
       6     0.501225     0.142428       6
       7    -1.042025    -1.028657       7
       8    -0.693996    -1.517267       8
       9    -0.184319     0.380202       9
      10    -0.755785    -0.833564      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 10.000000
#! SET iteration  5
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.461174     1.801169       1
       2     2.339611     3.802497       2
       3    -0.798997    -1.106852       3
       4     2.148921     2.690969       4
       5    -1.865845    -2.687167       5
       6     0.629341     1.141807       6
       7    -1.147369    -1.568744       7
       8    -0.811757    -1.282798       8
       9    -0.107437     0.200091       9
      10    -0.681670    -0.385213      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 12.000000
#! SET iteration  6
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.392798     1.050918       1
       2     2.642893     4.159306       2
       3    -0.799649    -0.802907       3
       4     2.156511     2.194457       4
       5    -1.947858    -2.357919       5
       6     0.720106     1.173933       6
       7    -1.157275    -1.206806       7
       8    -0.820021    -0.861341       8
       9    -0.186911    -0.584279       9
      10    -0.687931    -0.719233      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 14.000000
#! SET iteration  7
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.365060     1.198629       1
       2     2.875652     4.272207       2
       3    -0.665497     0.139415       3
       4     2.128903     1.963261       4
       5    -1.970440    -2.105931       5
       6     0.830236     1.491011       6
       7    -1.052420    -0.423291       7
       8    -0.883641    -1.265364       8
       9    -0.186920    -0.186973       9
      10    -0.624134    -0.241350      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 16.000000
#! SET iteration  8
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.356174     1.293971       1
       2     3.094234     4.624305       2
       3    -0.475052     0.858060       3
       4     2.092343     1.836423       4
       5    -1.951374    -1.817916       5
       6     1.018213     2.334056       6
       7    -0.967663    -0.374362       7
       8    -0.920704    -1.180145       8
       9    -0.126206     0.298791       9
      10    -0.472498     0.588952      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 18.000000
#! SET iteration  9
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
       1     1.405795     1.802765       1
       2     3.358631     5.473806       2
       3    -0.380846     0.372804       3
       4     2.158825     2.690678       4
       5    -2.039853    -2.747686       5
       6     1.161078     2.303997       6
       7    -0.959554    -0.894684       7
       8    -1.030230    -1.906438       8
       9    -0.044923     0.605341       9
      10    -0.438757    -0.168832      10
#!-------------------


#! FIELDS idx_psi ves3.coeffs ves3.aux_coeffs index
#! SET time 20.000000
#! SET iteration  10
#! SET type LinearBasisSet
#! SET ndimensions  1
#! SET ncoeffs_total  11
#! SET shape_psi  11
       0     0.000000     0.000000       0
