10 0.050000 14.074354 -634.565052 1645.480219 1761.212867
20 0.100000 10.695250 -562.668342 1169.962208 1413.264578
30 0.150000 3.636492 -561.548268 27.563475 347.606562
40 0.200000 0.993374 -559.931505 -399.004928 4.495983
50 0.250000 5.327557 -557.997414 305.066739 803.236811
60 0.300000 10.381703 -565.109304 1116.726507 1696.003234
70 0.350000 9.640969 -546.546942 1015.290083 1629.584152
80 0.400000 4.188741 -560.744310 117.831756 800.022646
90 0.450000 1.005476 -562.466342 -399.579255 338.894277
100 0.500000 3.344090 -545.268649 -3.526146 809.188838
110 0.550000 7.864908 -552.147203 721.967861 1588.188414
120 0.600000 8.358079 -557.756602 796.252188 1760.401279
130 0.650000 4.763725 -557.941227 213.782231 1249.651478
140 0.700000 1.370179 -552.579924 -330.610924 753.456373
150 0.750000 1.848395 -545.364486 -245.924524 872.037230
160 0.800000 5.053654 -544.756378 273.935514 1443.233140
170 0.850000 6.976047 -548.229388 581.890172 1802.641844
180 0.900000 4.972898 -535.888180 269.721364 1537.977834
190 0.950000 1.861085 -549.426465 -247.930636 1073.173829
200 1.000000 1.123906 -538.302600 -356.229789 1003.918140
210 1.050000 3.364823 -539.960831 5.140479 1392.709422
220 1.100000 5.424194 -529.965326 348.754062 1767.495332
230 1.150000 4.857521 -530.080015 256.838350 1694.288047
240 1.200000 2.292975 -524.933385 -153.471354 1310.258386
250 1.250000 1.033142 -525.403399 -358.034443 1121.845612
260 1.300000 2.126112 -505.828429 -161.398217 1356.380832
270 1.350000 4.141676 -524.346354 146.605167 1692.582467
280 1.400000 4.633517 -525.835896 224.793894 1784.261936
290 1.450000 2.962836 -526.826712 -46.847343 1536.640168
300 1.500000 1.182271 -519.878346 -328.350513 1284.459297
310 1.550000 1.575984 -534.403738 -279.094377 1357.729710
320 1.600000 3.126233 -541.577794 -35.128057 1634.202968
330 1.650000 3.951280 -537.071460 103.035857 1796.351982
340 1.700000 2.924415 -511.101916 -37.346718 1674.722774
350 1.750000 1.560771 -516.308982 -263.464082 1462.903642
360 1.800000 1.093438 -505.175413 -328.038531 1421.368232
370 1.850000 1.982167 -517.696040 -196.585027 1578.590885
380 1.900000 3.082483 -522.270035 -22.907819 1763.471863
390 1.950000 3.162677 -518.632319 -6.278614 1772.281500
400 2.000000 2.035623 -509.859181 -180.088241 1627.617100
410 2.050000 1.389399 -539.770520 -314.687877 1504.150185
420 2.100000 1.497235 -529.620532 -287.068452 1551.755311
430 2.150000 2.271210 -509.559466 -141.623460 1703.207851
440 2.200000 2.723372 -509.710981 -68.524649 1794.645723
450 2.250000 2.261758 -514.608852 -148.204044 1734.640461
460 2.300000 1.387379 -507.611203 -282.855791 1611.898690
470 2.350000 1.077578 -509.183682 -334.616033 1575.963899
480 2.400000 1.607390 -512.493717 -252.096534 1677.246779
490 2.450000 2.251938 -509.183680 -144.369714 1780.229625
500 2.500000 2.027157 -476.084148 -147.684696 1779.996441
