10 0.050000 14.074354 -634.565052 1645.480219 1761.212867
20 0.100000 10.695250 -562.668342 1169.962208 1413.264578
30 0.150000 3.636492 -561.548268 27.563475 347.606562
40 0.200000 0.993374 -559.931505 -399.004928 4.495983
50 0.250000 5.327557 -557.997414 305.066739 803.236811
60 0.300000 10.381703 -565.109304 1116.726507 1696.003234
70 0.350000 9.640969 -546.546942 1015.290083 1629.584152
80 0.400000 4.188741 -560.744310 117.831756 800.022646
90 0.450000 1.005476 -562.466342 -399.579255 338.894277
100 0.500000 3.344090 -545.268649 -3.526146 809.188838
110 0.550000 7.884009 -552.147217 725.062318 1591.422430
120 0.600000 8.374765 -557.751181 798.960706 1763.438893
130 0.650000 4.769539 -557.928175 214.737063 1251.105628
140 0.700000 1.369561 -552.547273 -330.678370 754.018358
150 0.750000 1.852360 -545.347680 -245.265297 873.442944
160 0.800000 5.066665 -544.766162 276.033556 1446.204026
170 0.850000 6.990580 -548.230826 584.243063 1806.012723
180 0.900000 4.979739 -535.892932 270.824742 1540.212267
190 0.950000 1.860874 -549.426543 -247.965014 1074.384973
200 1.000000 1.125472 -538.298843 -355.972404 1005.500856
210 1.050000 4.399986 -539.623728 173.174011 1569.971604
220 1.100000 6.614774 -528.964973 542.628360 1979.462876
230 1.150000 5.398905 -529.140342 345.482217 1807.919450
240 1.200000 2.184756 -522.578325 -168.647836 1327.386337
250 1.250000 1.083038 -524.415526 -348.963341 1171.597167
260 1.300000 2.800343 -504.129883 -50.474305 1514.904079
270 1.350000 5.136950 -524.914882 307.271013 1906.529989
280 1.400000 5.308149 -526.656459 333.263643 1951.892599
290 1.450000 3.002048 -525.499468 -39.167665 1610.302534
300 1.500000 1.085127 -516.628276 -340.837635 1343.574303
310 1.550000 2.573578 -535.514023 -118.594397 1603.635282
320 1.600000 4.822581 -541.562076 239.695984 2005.730273
330 1.650000 5.041920 -530.419884 286.371163 2088.026743
340 1.700000 2.989636 -513.438332 -29.117281 1804.682495
350 1.750000 1.254419 -506.228211 -303.012355 1554.331807
360 1.800000 1.477589 -505.679603 -266.310235 1622.227868
370 1.850000 3.171201 -519.928765 -6.194152 1913.904008
380 1.900000 4.240522 -514.627920 172.336659 2106.540577
390 1.950000 3.594041 -509.432543 72.802062 2010.430214
400 2.000000 1.952828 -518.428834 -202.070674 1782.594980
410 2.050000 1.338280 -531.966938 -315.165627 1689.378377
420 2.100000 2.409292 -518.122926 -127.817576 1906.394672
430 2.150000 3.581500 -513.328858 66.874113 2115.554212
440 2.200000 3.423129 -524.628548 29.918352 2098.197610
450 2.250000 2.061895 -515.454798 -181.427781 1905.514275
460 2.300000 1.148063 -509.241797 -323.255625 1779.143275
470 2.350000 1.585297 -514.945629 -258.127479 1858.321564
480 2.400000 2.683444 -506.448026 -71.730029 2054.349705
490 2.450000 3.232274 -527.813280 -4.184864 2142.909730
500 2.500000 2.429603 -517.370734 -123.774992 2047.647119
510 2.550000 1.197470 -510.957513 -316.967371 1865.140195
520 2.600000 1.462323 -506.271440 -269.375089 1918.866976
530 2.650000 2.179344 -502.680168 -149.626509 2035.621381
540 2.700000 2.513357 -499.650078 -92.486266 2116.148936
550 2.750000 2.262403 -515.077288 -148.568053 2074.640881
560 2.800000 1.534023 -494.867252 -246.355462 1980.572042
570 2.850000 1.339022 -502.937396 -286.015814 1932.776953
580 2.900000 1.567540 -495.391083 -241.449580 1989.496152
590 2.950000 2.215378 -508.564117 -149.672819 2082.810131
600 3.000000 2.230358 -485.807120 -124.489055 2115.932002
610 3.050000 1.479591 -479.001654 -239.307856 1998.181165
620 3.100000 1.324151 -493.095084 -278.582682 1968.907243
630 3.150000 1.384125 -486.231865 -262.003633 1986.116822
640 3.200000 1.700949 -499.992565 -224.438776 2034.669152
650 3.250000 1.757933 -485.194591 -200.409521 2060.882920
660 3.300000 1.748284 -510.287352 -227.065324 2037.083931
670 3.350000 1.293111 -489.290239 -279.806289 1993.768147
680 3.400000 1.217822 -495.897219 -298.610005 1987.360402
690 3.450000 1.352355 -508.308430 -289.226882 2023.972219
700 3.500000 1.446296 -509.356419 -275.056395 2057.630925
710 3.550000 1.175230 -511.511984 -321.124804 2009.169209
720 3.600000 1.160052 -519.944542 -332.016185 1997.260789
730 3.650000 1.127908 -523.201564 -340.480487 1999.022611
740 3.700000 1.172636 -516.908603 -326.941525 2009.563184
750 3.750000 1.316034 -523.555426 -310.357917 2017.608779
760 3.800000 1.242330 -510.089622 -308.832205 2014.542095
770 3.850000 1.100177 -504.357527 -326.128885 2001.583029
780 3.900000 1.037418 -504.796626 -336.734865 2001.087283
790 3.950000 1.161534 -511.000555 -322.831996 2006.088465
800 4.000000 1.272877 -510.631971 -304.425839 2015.092825
810 4.050000 1.295400 -523.894654 -314.039864 2000.897349
820 4.100000 1.192069 -511.225978 -318.110804 2001.293972
830 4.150000 1.126195 -502.937237 -320.493594 2001.480017
840 4.200000 1.187308 -516.502733 -324.158757 2002.063661
850 4.250000 1.180849 -519.905809 -328.608224 2002.081933
860 4.300000 1.168940 -517.549893 -328.181541 2001.468055
870 4.350000 1.100673 -504.748800 -326.439701 2000.689187
880 4.400000 1.246365 -533.362526 -331.451437 2000.729820
890 4.450000 1.218144 -518.051842 -320.712580 2001.632021
900 4.500000 1.152181 -508.721812 -322.068486 2002.110807
910 4.550000 1.115748 -502.816855 -322.065754 2007.134172
920 4.600000 1.223262 -524.215602 -326.047119 2008.432844
930 4.650000 1.191977 -523.860507 -330.760251 2005.584904
940 4.700000 1.193803 -521.564601 -328.168582 2002.356723
950 4.750000 1.201613 -514.827984 -320.166673 2001.416547
960 4.800000 1.272244 -521.811310 -315.707737 2005.759190
970 4.850000 1.198343 -500.736531 -306.604940 2008.522279
980 4.900000 1.182147 -503.956201 -312.448454 2008.354568
990 4.950000 1.150752 -506.720954 -320.299053 2007.502810
1000 5.000000 1.325763 -535.982640 -321.209031 2005.952994
1010 5.050000 1.337559 -531.641587 -314.956989 2027.935483
1020 5.100000 1.332193 -535.221140 -319.405822 2030.254802
1030 5.150000 1.302002 -524.549016 -313.624670 2020.120792
1040 5.200000 1.274977 -524.130440 -317.584207 2010.451963
1050 5.250000 1.206781 -513.413306 -317.914735 2010.432916
1060 5.300000 1.254633 -501.051437 -297.800903 2022.965652
1070 5.350000 1.500933 -522.457072 -279.305862 2030.893129
1080 5.400000 1.331973 -494.887202 -279.107498 2025.318118
1090 5.450000 1.212630 -489.436199 -292.990161 2012.540199
1100 5.500000 1.240665 -494.093630 -293.105897 2011.473920
1110 5.550000 1.491486 -489.623012 -248.002280 2061.707009
1120 5.600000 1.606512 -506.295375 -246.040355 2072.470820
1130 5.650000 1.477642 -514.560821 -275.182868 2051.861161
1140 5.700000 1.287598 -503.325626 -294.734771 2030.095489
1150 5.750000 1.257172 -499.087233 -295.425390 2029.254649
1160 5.800000 1.450381 -501.706616 -266.744816 2054.091032
1170 5.850000 1.537788 -492.326423 -243.204797 2071.525660
1180 5.900000 1.520642 -496.663780 -250.319775 2068.112732
1190 5.950000 1.285852 -480.958310 -272.650263 2050.112746
1200 6.000000 1.161262 -467.461796 -279.337323 2041.517632
