#! FIELDS idx_energy idx_vol idx_op.morethan b1.coeffs b1.aux_coeffs index
#! SET time 0.000000
#! SET iteration  0
#! SET type LinearBasisSet
#! SET ndimensions  3
#! SET ncoeffs_total  729
#! SET shape_energy  9
#! SET shape_vol  9
#! SET shape_op.morethan  9
       0       0       0         0.0000000000000000e+00         0.0000000000000000e+00       0
       1       0       0         0.0000000000000000e+00         0.0000000000000000e+00       1
       2       0       0         0.0000000000000000e+00         0.0000000000000000e+00       2
       3       0       0         0.0000000000000000e+00         0.0000000000000000e+00       3
       4       0       0         0.0000000000000000e+00         0.0000000000000000e+00       4
       5       0       0         0.0000000000000000e+00         0.0000000000000000e+00       5
       6       0       0         0.0000000000000000e+00         0.0000000000000000e+00       6
       7       0       0         0.0000000000000000e+00         0.0000000000000000e+00       7
       8       0       0         0.0000000000000000e+00         0.0000000000000000e+00       8
       0       1       0         0.0000000000000000e+00         0.0000000000000000e+00       9
       1       1       0         0.0000000000000000e+00         0.0000000000000000e+00      10
       2       1       0         0.0000000000000000e+00         0.0000000000000000e+00      11
       3       1       0         0.0000000000000000e+00         0.0000000000000000e+00      12
       4       1       0         0.0000000000000000e+00         0.0000000000000000e+00      13
       5       1       0         0.0000000000000000e+00         0.0000000000000000e+00      14
       6       1       0         0.0000000000000000e+00         0.0000000000000000e+00      15
       7       1       0         0.0000000000000000e+00         0.0000000000000000e+00      16
       8       1       0         0.0000000000000000e+00         0.0000000000000000e+00      17
       0       2       0         0.0000000000000000e+00         0.0000000000000000e+00      18
       1       2       0         0.0000000000000000e+00         0.0000000000000000e+00      19
       2       2       0         0.0000000000000000e+00         0.0000000000000000e+00      20
       3       2       0         0.0000000000000000e+00         0.0000000000000000e+00      21
       4       2       0         0.0000000000000000e+00         0.0000000000000000e+00      22
       5       2       0         0.0000000000000000e+00         0.0000000000000000e+00      23
       6       2       0         0.0000000000000000e+00         0.0000000000000000e+00      24
       7       2       0         0.0000000000000000e+00         0.0000000000000000e+00      25
       8       2       0         0.0000000000000000e+00         0.0000000000000000e+00      26
       0       3       0         0.0000000000000000e+00         0.0000000000000000e+00      27
       1       3       0         0.0000000000000000e+00         0.0000000000000000e+00      28
       2       3       0         0.0000000000000000e+00         0.0000000000000000e+00      29
       3       3       0         0.0000000000000000e+00         0.0000000000000000e+00      30
       4       3       0         0.0000000000000000e+00         0.0000000000000000e+00      31
