#! FIELDS Id Weight Mean_0 Mean_1 Mean_2 Cov_00 Cov_01 Cov_02 Cov_11 Cov_12 Cov_22 Beta
     0  2.7872438770e-01      1.5224870     1.8925071    -0.6174153  2.3674008956e-02 2.1283710840e-03 1.7908761640e-03 1.8798863750e-02 1.1576637280e-03 2.3353329561e-02  0
     1  2.2528756330e-01      1.5671961     1.9407330    -0.5687290  2.0855436087e-02 1.1600907540e-03 3.1336025710e-03 1.8175492021e-02 8.4428597600e-04 2.2445480581e-02  0
     2  3.1963663930e-01      1.5801716     1.9178452    -0.5494615  2.1577995098e-02 1.3343310020e-03 1.4158274330e-03 1.8415570399e-02 8.9750144000e-04 2.3103110598e-02  0
     3  3.6608495980e-01      1.5810552     1.9273465    -0.5795919  2.1451935968e-02 1.1222178900e-03 2.5015904720e-03 1.8452520342e-02 1.2649997890e-03 2.2983899538e-02  0
     4  2.3367170740e-01      1.5869052     1.8895259    -0.5634255  2.1188615363e-02 3.0847300200e-04 2.2866315560e-03 1.9698771753e-02 6.0946810200e-04 2.2497210906e-02  0
     5  8.8006433300e-02      1.5380726     1.8791478    -0.5685040  2.3947540241e-02 1.6964049330e-03 1.8006705550e-03 1.8612359724e-02 1.4582052080e-03 2.4717034988e-02  0
     6  2.5394986160e-01      1.6124245     1.9147421    -0.5616665  2.2243730574e-02 1.4865626530e-03 1.9280914430e-03 1.9258657481e-02 1.2943985690e-03 2.2813457709e-02  0
     7  3.8510008460e-01      1.5550913     1.8922727    -0.5877493  2.1771769466e-02 1.0432951000e-03 1.9775852520e-03 1.8865246647e-02 9.5146238200e-04 2.3823624186e-02  0
     8  3.8143406880e-01      1.5627199     1.9287039    -0.6202773  2.1127872656e-02 2.7539624800e-04 2.2975134680e-03 1.8015363579e-02 1.2599785160e-03 2.3245727548e-02  0
     9  1.4957085190e-01      1.5276373     1.8837905    -0.6766113  2.3170812521e-02 1.8192939650e-03 3.0215004700e-04 1.8109950134e-02 1.2069596420e-03 2.1188246241e-02  0
    10  1.1269099700e-01      1.6158582     1.9330340    -0.6318603  2.3360989172e-02 1.3871414410e-03 1.6992533120e-03 1.6796694157e-02 2.9353066000e-03 2.3611689818e-02  0
    11  1.5689528400e-01      1.5270607     1.9211615    -0.6094218  2.2153161194e-02 1.2990871710e-03 2.7963447540e-03 1.8680949087e-02 6.0083220500e-04 2.2958707805e-02  0
    12  1.2550291960e-01      1.5824213     1.9366558    -0.5347352  2.2835921186e-02 2.5320848670e-03 1.5856842950e-03 1.7888573714e-02 1.2116130120e-03 2.4024410656e-02  0
    13  4.1415509340e-01      1.5477526     1.9179786    -0.5938473  2.0724033288e-02 8.8066955900e-04 2.4467607040e-03 1.8525441660e-02 7.9164218600e-04 2.3294522447e-02  0
    14  1.1398150800e-01      1.5789813     1.9090910    -0.5295570  2.2450223771e-02 1.4903738960e-03 4.7222929700e-04 1.8211529815e-02 1.0328353720e-03 2.4147370601e-02  0
    15  4.5785420110e-01      1.5493427     1.9031595    -0.6280401  2.1221001387e-02 8.6358089000e-04 1.7002673440e-03 1.8465043813e-02 1.1601877390e-03 2.3346536853e-02  0
    16  1.7445881150e-01      1.6341929     1.9286026    -0.5805709  2.2949865600e-02 2.1009781910e-03 1.6373595860e-03 1.8088834488e-02 2.4032526750e-03 2.4185311621e-02  0
    17  1.9502148310e-01      1.6036978     1.9013000    -0.6362765  2.2789585280e-02 1.7156373900e-03 1.4046927870e-03 1.7357448092e-02 1.7322071690e-03 2.3802175208e-02  0
    18  2.3290056370e-01      1.5744149     1.8819580    -0.6098333  2.1655485368e-02 6.2621479200e-04 2.0575543340e-03 1.8902342447e-02 4.8334831200e-04 2.3819116394e-02  0
    19  2.3528334620e-01      1.6100878     1.9346495    -0.5444802  2.2488007321e-02 2.1261942750e-03 2.3185593300e-03 1.8954812157e-02 1.6221951290e-03 2.2090434577e-02  0
    20  1.9775926020e-01      1.5438953     1.9128027    -0.5561889  2.2204130428e-02 2.0468459910e-03 6.7677642500e-04 1.7437130713e-02 1.1121264900e-03 2.5330606562e-02  0
    21  2.1500655220e-01      1.5683417     1.9110813    -0.6663201  2.1850788033e-02 6.1497773700e-04 9.9823821800e-04 1.7350771550e-02 1.8577973680e-03 2.2171886474e-02  0
    22  1.8556937280e-01      1.5399222     1.8780775    -0.6293367  2.2811530336e-02 1.6324028000e-03 1.6045257310e-03 1.8699538170e-02 9.7741682700e-04 2.3381017656e-02  0
    23  4.4873328820e-01      1.5787061     1.9021614    -0.5948045  2.1318810396e-02 6.5402205800e-04 1.9447091550e-03 1.8745639204e-02 9.0321151100e-04 2.3705592216e-02  0
    24  1.9945650600e-01      1.6077388     1.9428307    -0.5855045  2.2971902791e-02 1.7491367410e-03 2.3534822920e-03 1.7761197106e-02 2.3848290290e-03 2.3626824187e-02  0
    25  1.7204101100e-01      1.6131244     1.8977810    -0.5893782  2.2259675307e-02 1.2638723800e-03 1.7636393090e-03 1.8945867913e-02 9.2993171600e-04 2.3934167649e-02  0
    26  1.0945171330e-01      1.6276752     1.9153133    -0.5316854  2.2255286763e-02 2.0176191250e-03 1.6774627600e-03 1.9974073081e-02 1.6701281860e-03 2.3250285953e-02  0
    27  2.5317551240e-01      1.5326401     1.9085750    -0.6456788  2.1220798744e-02 4.1169327700e-04 1.7001083280e-03 1.8682723090e-02 8.4276475500e-04 2.2383663993e-02  0
    28  4.6147151100e-01      1.5939020     1.9197196    -0.6162967  2.2613379990e-02 1.3081343200e-03 1.6232083270e-03 1.7670900805e-02 1.9649419430e-03 2.4012970945e-02  0
    29  3.0175048660e-01      1.5658612     1.8930258    -0.6473137  2.1715257342e-02 1.2429795350e-03 1.0657185010e-03 1.7728490799e-02 1.3983671890e-03 2.3297623185e-02  0
    30  3.0395409520e-01      1.4363368     1.7353396    -0.1928122  2.3464280499e-02 -2.5937019500e-03 -3.3517264930e-03 2.9616170236e-02 7.4239901790e-03 3.5551065634e-02  0
    31  3.6440067740e-01      1.4208762     1.6686276    -0.2341157  2.3770340642e-02 -2.8413971500e-03 -2.2405613480e-03 3.1941222071e-02 7.8909695000e-03 3.4490091926e-02  0
    32  8.6683119710e-01      1.4416243     1.6511786    -0.2508645  2.4005636195e-02 -3.1858746420e-03 -2.8386168650e-03 3.2244426984e-02 7.6974236030e-03 3.4202398929e-02  0
    33  9.5915235790e-01      1.4322431     1.6753599    -0.1940041  2.2690854635e-02 -3.4931489240e-03 -2.5690392240e-03 3.1604836501e-02 7.1527428350e-03 3.3096304432e-02  0
    34  2.3054832160e-01      1.4070255     1.7832734    -0.1314005  2.3521574089e-02 -1.6597512350e-03 -3.3469013790e-03 2.7510415438e-02 7.0794380480e-03 3.3059598301e-02  0
    35  7.4676967990e-01      1.4820841     1.6001987    -0.3121208  2.3980597297e-02 -2.6635162010e-03 -3.2630788770e-03 3.1103890776e-02 6.4354460250e-03 3.3199985477e-02  0
    36  4.5995355810e-01      1.4549064     1.5962543    -0.3161615  2.5032888917e-02 -2.7749839290e-03 -2.8377785170e-03 3.0648819520e-02 6.3609884070e-03 3.3026181152e-02  0
    37  1.0577301462e+00      1.4561491     1.6724727    -0.2268369  2.3344266292e-02 -3.9352313320e-03 -4.2436081580e-03 3.1596501879e-02 6.8786518670e-03 3.3835502173e-02  0
    38  7.8763224710e-01      1.4270848     1.7262610    -0.1563434  2.3053914355e-02 -2.9045003350e-03 -2.9409666070e-03 3.0341010060e-02 6.9612126840e-03 3.4215983941e-02  0
    39  3.4884176010e-01      1.4577905     1.6962142    -0.1833562  2.3363266534e-02 -2.9345052080e-03 -3.1012948910e-03 3.2207215946e-02 8.1242971430e-03 3.5373427503e-02  0
    40  1.3246358420e-01      1.5122476     1.5005600    -0.3623964  2.0667982147e-02 -3.8638617000e-03 -2.8117962540e-03 3.1673262766e-02 8.1678269840e-03 3.1487630758e-02  0
    41  3.1025171970e-01      1.5080411     1.5634889    -0.3368762  2.2182586078e-02 -2.6363635430e-03 -3.0400431520e-03 3.1996796281e-02 7.0748840960e-03 3.2387410436e-02  0
    42  6.0251178680e-01      1.4504139     1.6260793    -0.2049654  2.2824078433e-02 -3.7266353770e-03 -3.1359887920e-03 3.1128462592e-02 8.3869726220e-03 3.3550062414e-02  0
    43  4.3699275380e-01      1.4693881     1.5625640    -0.3071040  2.4125284384e-02 -3.1777988200e-03 -3.0735326480e-03 2.9675433027e-02 7.3663567100e-03 3.3413730494e-02  0
    44  3.6356301960e-01      1.4865176     1.6393468    -0.2908177  2.3498685521e-02 -3.4335421720e-03 -4.1187250550e-03 3.1942150378e-02 6.6892486210e-03 3.3634211331e-02  0
    45  3.5259088860e-01      1.4155296     1.6914149    -0.1587974  2.3679375243e-02 -3.7262657750e-03 -3.5898680860e-03 3.1445378922e-02 7.9697902930e-03 3.4908098268e-02  0
    46  5.2590250060e-01      1.4227401     1.7232634    -0.2020111  2.2072105925e-02 -2.6800855770e-03 -2.3517378790e-03 2.9071670377e-02 5.8360729020e-03 3.1807557534e-02  0
    47  5.8275074760e-01      1.4849034     1.6192623    -0.2550660  2.2860021898e-02 -3.3665372860e-03 -4.5750382470e-03 3.0719568344e-02 6.5623896110e-03 3.3376308906e-02  0
    48  3.2830369920e-01      1.4646562     1.6422237    -0.1905051  2.2695547637e-02 -3.3931151700e-03 -3.6947632540e-03 3.1680602829e-02 8.9355234370e-03 3.5236609534e-02  0
    49  5.4054996690e-01      1.4517713     1.6674796    -0.1829125  2.2770843683e-02 -3.4749691300e-03 -3.1180191870e-03 3.1929873013e-02 8.0010901960e-03 3.4225784360e-02  0
    50  4.8064462690e-01      1.4522498     1.6611692    -0.2772406  2.4462093542e-02 -3.0674086060e-03 -3.5446198650e-03 3.1846260515e-02 7.3788517340e-03 3.4865495387e-02  0
    51  2.2106597510e-01      1.4867734     1.5950526    -0.3501241  2.4013653810e-02 -2.6851801700e-03 -2.6356917000e-03 3.1859373152e-02 5.9939578060e-03 3.2077330722e-02  0
    52  4.5321541290e-01      1.4253626     1.7059288    -0.1333862  2.3313595705e-02 -3.4345733900e-03 -3.2535403460e-03 3.0792968823e-02 6.9565927220e-03 3.3696420508e-02  0
    53  9.8837424340e-01      1.4638794     1.6086706    -0.2528077  2.3500521313e-02 -3.1271113530e-03 -3.1945086210e-03 3.0519639887e-02 7.1866142660e-03 3.3296587762e-02  0
    54  2.2170229390e-01      1.4907724     1.5414561    -0.3722212  2.3337364429e-02 -3.6406116220e-03 -2.7121682620e-03 3.2201413538e-02 6.7613529940e-03 3.0547423539e-02  0
    55  2.6519972820e-01      1.4284251     1.7501417    -0.0989730  2.4236654033e-02 -2.2842825330e-03 -2.7390872110e-03 3.0365748182e-02 6.3541459540e-03 3.1443003269e-02  0
    56  5.6789919740e-01      1.4372036     1.6184659    -0.2458310  2.3692524336e-02 -2.9560682750e-03 -1.7120158900e-03 3.1031949931e-02 7.6590941540e-03 3.3262759130e-02  0
    57  2.7096054800e-01      1.3979083     1.7584364    -0.0854722  2.4632316888e-02 -2.8162393610e-03 -4.0039956960e-03 2.9419606506e-02 6.1436078960e-03 3.0880200294e-02  0
    58  3.8849649870e-01      1.4082993     1.7303780    -0.1595386  2.3245546569e-02 -2.8657496470e-03 -3.5106690770e-03 2.9891109013e-02 7.1915558800e-03 3.4702795637e-02  0
    59  3.9446756630e-01      1.4850366     1.5749971    -0.2750960  2.2737733853e-02 -3.3683858300e-03 -3.8268780240e-03 3.0574717585e-02 7.8406143700e-03 3.3493235218e-02  0
    60  5.6671962390e-01      1.4039475     1.7360460    -0.1358881  2.1852423365e-02 -9.5484151600e-04 9.2652574000e-05 2.5167316160e-02 3.2932669750e-03 3.6907254266e-02  0
    61  2.4816436300e-01      1.4305650     1.6900643    -0.2030797  2.1966880757e-02 -7.7553003800e-04 -1.1017795000e-05 2.5208527874e-02 3.4547362630e-03 3.5972703829e-02  0
    62  2.2909717050e-01      1.4427848     1.7563179    -0.0922688  2.1761436024e-02 -1.9498193000e-04 7.4856632500e-04 2.5304810633e-02 2.5759991120e-03 3.5001471345e-02  0
    63  4.6890358450e-01      1.3966240     1.7564820    -0.1668261  2.1714221831e-02 -3.1730077700e-04 6.1896118800e-04 2.4308724115e-02 3.0626445230e-03 3.6633945996e-02  0
    64  1.7843402200e-01      1.4177882     1.7118752    -0.3060936  2.3603214676e-02 -1.4554844700e-04 4.2665627900e-04 2.5465483478e-02 1.7481580190e-03 3.5540311601e-02  0
    65  1.9898849460e-01      1.3932118     1.7112594    -0.2729392  2.3425417585e-02 -2.8338232500e-04 7.2834545700e-04 2.5452698951e-02 2.6131854480e-03 3.5799552990e-02  0
    66  9.3195624990e-01      1.4092359     1.7542678    -0.1792397  2.0682694896e-02 -7.8549365500e-04 4.2930703500e-04 2.4233229815e-02 2.2559215240e-03 3.3431413527e-02  0
    67  4.5948714710e-01      1.4377818     1.7146858    -0.1694657  2.1371322096e-02 -1.0642239120e-03 -5.0382756200e-04 2.5622710459e-02 3.4942275540e-03 3.6151589942e-02  0
    68  4.0552910480e-01      1.4293082     1.7311781    -0.1044003  2.1392392930e-02 -8.4055089600e-04 5.7758458600e-04 2.4911464502e-02 2.8429444810e-03 3.6313215310e-02  0
    69  8.1607937650e-01      1.4192660     1.7239885    -0.1440467  2.1276946809e-02 -1.1144912270e-03 1.8817820300e-04 2.5483616301e-02 3.5127443330e-03 3.6154907542e-02  0
    70  5.5001443690e-01      1.4135397     1.7291025    -0.2451620  2.2722281486e-02 -3.7954197300e-04 1.2259046500e-04 2.5454058219e-02 3.0100396330e-03 3.6287838474e-02  0
