#! FIELDS time psi phi sigma_psi sigma_phi height logweight
#! SET action OPES_METAD_kernels
#! SET biasfactor  8.018158
#! SET epsilon  0.000105
#! SET kernel_cutoff  4.280338
#! SET compression_threshold  1.000000
#! SET min_psi -pi
#! SET max_psi pi
#! SET min_phi -pi
#! SET max_phi pi
 2.000000 -0.858320 1.178965 0.149951 0.149951 0.000330 -8.018158
 2.000000 -0.858320 1.178965 0.149951 0.149951 0.000330 -8.018158
 4.000000 0.063050 -1.329369 0.149918 0.149918 0.000330 -8.018158
 4.000000 0.063050 -1.329369 0.149918 0.149918 0.000330 -8.018158
 6.000000 2.905612 -2.604046 0.149885 0.149885 0.000330 -8.018158
 6.000000 2.905612 -2.604046 0.149885 0.149885 0.000330 -8.018158
 8.000000 0.102281 -1.479224 0.125976 0.125976 0.888638 -0.467151
 8.000000 0.102281 -1.479224 0.125976 0.125976 0.888638 -0.467151
 10.000000 1.893253 -2.131678 0.125964 0.125964 0.000467 -8.018158
 10.000000 1.893253 -2.131678 0.125964 0.125964 0.000467 -8.018158
 12.000000 3.012335 -1.801730 0.125952 0.125952 0.000467 -8.018158
 12.000000 3.012335 -1.801730 0.125952 0.125952 0.000467 -8.018158
 14.000000 0.835002 -1.612136 0.125939 0.125939 0.000467 -8.018158
 14.000000 0.835002 -1.612136 0.125939 0.125939 0.000467 -8.018158
 16.000000 2.007620 -2.027381 0.125831 0.125831 0.004173 -5.830407
 16.000000 2.007620 -2.027381 0.125831 0.125831 0.004173 -5.830407
 18.000000 0.299885 -2.197090 0.125818 0.125818 0.000468 -8.018158
 18.000000 0.299885 -2.197090 0.125818 0.125818 0.000468 -8.018158
 20.000000 0.916740 -2.561349 0.125806 0.125806 0.000468 -8.018158
 20.000000 0.916740 -2.561349 0.125806 0.125806 0.000468 -8.018158
 22.000000 0.372859 -1.768657 0.123447 0.123447 0.102462 -2.667908
 22.000000 0.372859 -1.768657 0.123447 0.123447 0.102462 -2.667908
 24.000000 2.704249 -2.740560 0.123382 0.123382 0.002837 -6.255833
 24.000000 2.704249 -2.740560 0.123382 0.123382 0.002837 -6.255833
 26.000000 -1.867384 1.130763 0.123371 0.123371 0.000487 -8.018158
 26.000000 -1.867384 1.130763 0.123371 0.123371 0.000487 -8.018158
 28.000000 -0.651861 0.809330 0.123354 0.123354 0.000706 -7.647638
 28.000000 -0.651861 0.809330 0.123354 0.123354 0.000706 -7.647638
 30.000000 -1.341386 1.478705 0.123343 0.123343 0.000496 -8.000818
 30.000000 -1.341386 1.478705 0.123343 0.123343 0.000496 -8.000818
 32.000000 -0.627962 1.152842 0.123242 0.123242 0.004413 -5.816072
 32.000000 -0.627962 1.152842 0.123242 0.123242 0.004413 -5.816072
 34.000000 0.953663 -1.717816 0.123066 0.123066 0.007716 -5.260288
 34.000000 0.953663 -1.717816 0.123066 0.123066 0.007716 -5.260288
 36.000000 1.753743 -1.847939 0.122879 0.122879 0.008282 -5.192584
 36.000000 1.753743 -1.847939 0.122879 0.122879 0.008282 -5.192584
 38.000000 0.644553 -1.317023 0.122857 0.122857 0.001016 -7.291533
 38.000000 0.644553 -1.317023 0.122857 0.122857 0.001016 -7.291533
 40.000000 0.941929 -1.106080 0.122832 0.122832 0.001109 -7.203934
 40.000000 0.941929 -1.106080 0.122832 0.122832 0.001109 -7.203934
 42.000000 2.537025 -1.797766 0.122820 0.122820 0.000510 -7.981426
 42.000000 2.537025 -1.797766 0.122820 0.122820 0.000510 -7.981426
 44.000000 2.959606 -2.514364 0.122515 0.122515 0.013789 -4.688696
 44.000000 2.959606 -2.514364 0.122515 0.122515 0.013789 -4.688696
 46.000000 1.447431 -1.683615 0.122355 0.122355 0.007307 -5.326366
 46.000000 1.447431 -1.683615 0.122355 0.122355 0.007307 -5.326366
 48.000000 -0.163044 1.407408 0.122344 0.122344 0.000495 -8.018158
 48.000000 -0.163044 1.407408 0.122344 0.122344 0.000495 -8.018158
 50.000000 1.069440 -1.690988 0.119268 0.119268 0.168259 -2.240769
 50.000000 1.069440 -1.690988 0.119268 0.119268 0.168259 -2.240769
