#! FIELDS phi ves1.fes
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  100
#! SET periodic_phi true
   -3.141592654   21.383214901
   -3.078760801   20.553923829
   -3.015928947   19.740771308
   -2.953097094   19.025467872
   -2.890265241   18.483742885
   -2.827433388   18.176755037
   -2.764601535   18.143538552
   -2.701769682   18.395295820
   -2.638937829   18.912192005
   -2.576105976   19.643083046
   -2.513274123   20.508335613
   -2.450442270   21.405601835
   -2.387610417   22.218121043
   -2.324778564   22.824863755
   -2.261946711   23.111635090
   -2.199114858   22.982135900
   -2.136283004   22.367953163
   -2.073451151   21.236520715
   -2.010619298   19.596252496
   -1.947787445   17.498289391
   -1.884955592   15.034596361
   -1.822123739   12.332471936
   -1.759291886    9.545857460
   -1.696460033    6.844128376
   -1.633628180    4.399286706
   -1.570796327    2.372630125
   -1.507964474    0.902033595
   -1.445132621    0.090938027
   -1.382300768    0.000000000
   -1.319468915    0.642129611
   -1.256637061    1.981350367
   -1.193805208    3.935582341
   -1.130973355    6.383107882
   -1.068141502    9.172159112
   -1.005309649   12.132797478
   -0.942477796   15.090061958
   -0.879645943   17.877261587
   -0.816814090   20.348288346
   -0.753982237   22.387927385
   -0.691150384   23.919333076
   -0.628318531   24.908102964
   -0.565486678   25.362692596
   -0.502654825   25.331243193
   -0.439822972   24.895210876
   -0.376991118   24.160461588
   -0.314159265   23.246705200
   -0.251327412   22.276267281
   -0.188495559   21.363227463
   -0.125663706   20.603888142
   -0.062831853   20.069384394
    0.000000000   19.801021364
    0.062831853   19.808651863
    0.125663706   20.072111117
    0.188495559   20.545436369
    0.251327412   21.163343563
    0.314159265   21.849235588
    0.376991118   22.523894101
    0.439822972   23.113970079
    0.502654825   23.559438573
    0.565486678   23.819313843
    0.628318531   23.875117561
    0.691150384   23.731834307
    0.753982237   23.416350299
    0.816814090   22.973626781
    0.879645943   22.461083381
    0.942477796   21.941837217
    1.005309649   21.477544480
    1.068141502   21.121613677
    1.130973355   20.913502777
    1.193805208   20.874683291
    1.256637061   21.006667109
    1.319468915   21.291266711
    1.382300768   21.693019884
    1.445132621   22.163481050
    1.507964474   22.646886403
    1.570796327   23.086559033
    1.633628180   23.431347285
    1.696460033   23.641391860
    1.759291886   23.692593896
    1.822123739   23.579299124
    1.884955592   23.314907014
    1.947787445   22.930338230
    2.010619298   22.470525186
    2.073451151   21.989304777
    2.136283004   21.543266948
    2.199114858   21.185229289
    2.261946711   20.958053721
    2.324778564   20.889491464
    2.387610417   20.988639375
    2.450442270   21.244424559
    2.513274123   21.626321812
    2.576105976   22.087271418
    2.638937829   22.568527695
    2.701769682   23.005956098
    2.764601535   23.337131023
    2.827433388   23.508485720
    2.890265241   23.481741300
    2.953097094   23.238897615
    3.015928947   22.785200417
    3.078760801   22.149694731
