#! FIELDS energy b1.fes
#! SET min_energy -15000
#! SET max_energy -12250
#! SET nbins_energy  201
#! SET periodic_energy false
 -15000.000000000  295.286225567
 -14986.250000000  281.885847778
 -14972.500000000  271.619064779
 -14958.750000000  263.748211097
 -14945.000000000  257.643367295
 -14931.250000000  252.771612302
 -14917.500000000  248.687046589
 -14903.750000000  245.021546336
 -14890.000000000  241.476210143
 -14876.250000000  237.813461273
 -14862.500000000  233.849769737
 -14848.750000000  229.448959895
 -14835.000000000  224.516070537
 -14821.250000000  218.991735680
 -14807.500000000  212.847055564
 -14793.750000000  206.078928532
 -14780.000000000  198.705815670
 -14766.250000000  190.763911236
 -14752.500000000  182.303693014
 -14738.750000000  173.386827850
 -14725.000000000  164.083408672
 -14711.250000000  154.469500345
 -14697.500000000  144.624972714
 -14683.750000000  134.631600190
 -14670.000000000  124.571408167
 -14656.250000000  114.525247507
 -14642.500000000  104.571579225
 -14628.750000000   94.785452379
 -14615.000000000   85.237659047
 -14601.250000000   75.994051059
 -14587.500000000   67.115003998
 -14573.750000000   58.655014728
 -14560.000000000   50.662419486
 -14546.250000000   43.179220277
 -14532.500000000   36.241008051
 -14518.750000000   29.876971796
 -14505.000000000   24.109983349
 -14491.250000000   18.956748376
 -14477.500000000   14.428014572
 -14463.750000000   10.528828735
 -14450.000000000    7.258834936
 -14436.250000000    4.612606560
 -14422.500000000    2.580005527
 -14408.750000000    1.146562505
 -14395.000000000    0.293872411
 -14381.250000000    0.000000000
 -14367.500000000    0.239890734
 -14353.750000000    0.985782619
 -14340.000000000    2.207615054
 -14326.250000000    3.873431181
 -14312.500000000    5.949770553
 -14298.750000000    8.402049334
 -14285.000000000   11.194925569
 -14271.250000000   14.292647384
 -14257.500000000   17.659382293
 -14243.750000000   21.259526069
 -14230.000000000   25.057989928
 -14216.250000000   29.020465013
 -14202.500000000   33.113663425
 -14188.750000000   37.305535271
 -14175.000000000   41.565461419
 -14161.250000000   45.864421835
 -14147.500000000   50.175139590
 -14133.750000000   54.472200766
 -14120.000000000   58.732150675
 -14106.250000000   62.933566939
 -14092.500000000   67.057110113
 -14078.750000000   71.085552664
 -14065.000000000   75.003787208
 -14051.250000000   78.798815035
 -14037.500000000   82.459716013
 -14023.750000000   85.977601041
 -14010.000000000   89.345548311
 -13996.250000000   92.558524661
 -13982.500000000   95.613293366
